id,recipient_primary_major,recipient_secondary_majors,recipient_graduation_date,recipient_education_level,recipient_primary_college,recipient_gender,recipient_ethnicity,recipient_graduation_group_name,response_graduation_date,response_status,outcome,employer_name,employer_industry,employment_category,employment_type,job_function,job_position,employed_during_education,continuing_education_school,continuing_education_level,continuing_education_major,still_looking_option,not_seeking_option,annual_salary,pay_schedule,bonus_amount,other_compensation,job_alignment,el_participation,el_helpfulness,el_most_helpful,el_count,el_participation_binary
5355484,Culinary Arts,NA,5/1/2027,Certificate,Missoula College,Male,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Bachelors,Music,NA,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,0,0
5355486,Linguistics,NA,5/12/2023,Masters,College Humanities & Sciences,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355497,Chemistry~Secondary Certification,Chemistry,5/12/2023,Bachelors,College Humanities & Sciences,Male,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Bachelors,Secondary Education,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together",4,1
5355503,Health & Human Performance~Pre-Prof-Phys Therapy,Health & Human Performance,5/10/2024,Bachelors,College of Health,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,MONTANA STATE UNIVERSITY - BOZEMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355511,Social Work,"Pre-Psychiatry, Psychology",5/10/2024,Bachelors,College of Health,Female,Native American/Alaskan Native,23-May,9/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Social Work,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Community-based project (service learning or volunteer), First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together",6,1
5355513,Physical Therapy~Biology,Physical Therapy,5/12/2023,Doctorate,College of Health,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355517,Business Analytics,Economics,5/12/2025,Masters,College of Business,Male,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Business Analytics (MSBA),NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",5,1
5355525,Finance,NA,5/10/2024,Bachelors,College of Business,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355526,Enviro Sci and Sustainability,Resource Conservation,5/12/2023,Bachelors,College of Forestry & Conserv,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Certificate,Sustainable Business Strategies,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer), First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",5,1
5355527,Health & Human Performance~Pre-Prof-Phys Therapy,Health & Human Performance,5/12/2023,Bachelors,College of Health,Female,NA,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,ARIZONA STATE UNIVERSITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355539,English~Media Arts,English,5/12/2023,Bachelors,College Humanities & Sciences,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355540,Biochemistry,NA,5/12/2023,Bachelors,College Humanities & Sciences,Male,Latino(a),23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355552,Business Administration,NA,5/1/2025,Masters,College of Business,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355558,Theatre,NA,5/12/2023,Bachelors,College of the Arts and Media,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Washington,Masters,MLUS,NA,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,0,0
5355561,Psychology,Neuroscience,5/12/2023,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Rochester Community and Technical College,Certificate,Clinical neurophysiology,NA,NA,NA,NA,NA,NA,This position meets my expectations,Work with a faculty member on a research project,No,None of the experiential learning activities I participated in at UM were helpful.,1,1
5355564,Management Information Systems,NA,5/10/2024,Bachelors,College of Business,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355574,Social Work,NA,5/10/2024,Bachelors,College of Health,Female,NA,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Boise State University,Masters,Social Work,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,1
5355580,Social Work~Global Leadership,Social Work,5/10/2024,Bachelors,College of Health,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355581,Wildlife Biology~French,Wildlife Biology,5/12/2023,Bachelors,College of Forestry & Conserv,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Humboldt State University,Masters,Natural Resourcesâ€”Wildlife,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",5,1
5355582,"Business Administration~Parks, Tourism &Rec Management",Business Administration,5/12/2023,Masters,College of Business,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Masters of Business Administration,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer), Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement, Community-based project (service learning or volunteerism), Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",5,1
5355583,Commun Sci & Disorders~Global Leadership,Commun Sci & Disorders,5/10/2024,Bachelors,College of Health,Female,Latino(a),23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Washington,Masters,Speech Language Pathology - MS,NA,NA,NA,NA,NA,NA,This position exceeds my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Community-based project (service learning or volunteer), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc), First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Community-based project (service learning or volunteerism), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",8,1
5355586,Journalism~Global Leadership,Journalism,5/12/2023,Bachelors,College of the Arts and Media,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355592,Linguistics,Spanish,5/12/2023,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Linguistics,NA,NA,NA,NA,NA,NA,No opinion,"Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",No,"Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",2,1
5355595,Business Administration,NA,5/12/2023,Masters,College of Business,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355599,Biology,NA,5/12/2023,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Idaho State University,Doctorate,Physical Therapy,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Study abroad or study away program, Community-based project (service learning or volunteer), First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",Yes,"Study abroad or study away program, Community-based project (service learning or volunteerism), Work with a faculty member on a research project",3,1
5355605,Management & Entrepreneurship,NA,5/10/2024,Bachelors,College of Business,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355614,Wildlife Biology,NA,5/12/2023,Bachelors,College of Forestry & Conserv,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,BUTTE COLLEGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355615,Theatre~Global Leadership,Theatre,5/10/2024,Bachelors,College of the Arts and Media,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355617,General AS,NA,5/1/2025,Bachelors,Missoula College,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355619,Biochemistry~Pre-Medical Sciences,Biochemistry,5/12/2023,Bachelors,College Humanities & Sciences,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355626,Neuroscience~Psychology,Neuroscience,5/12/2023,Bachelors,College Humanities & Sciences,Male,NA,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Boise State University,Masters,Master Of Public Health,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Study abroad or study away program, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Study abroad or study away program, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",2,1
5355628,Business Administration,NA,5/12/2023,Masters,College of Business,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Business,NA,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement, Study abroad or study away program, Community-based project (service learning or volunteer), Work with a faculty member on a research project",Yes,"Internship, field experience, student teaching, practicum or clinical placement",6,1
5355637,Business Administration,NA,5/1/2023,Masters,College of Business,Male,Latino(a),23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355645,English,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355646,Physics,"Honors, Global Leadership, Mathematics",5/12/2023,Bachelors,College Humanities & Sciences,Male,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Connecticut,Doctorate,Physics,NA,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement, Study abroad or study away program, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Work with a faculty member on a research project",6,1
5355648,Biology~Global Leadership,Biology,8/1/2023,Bachelors,College Humanities & Sciences,Female,Latino(a),23-May,8/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Louisville,Masters,Higher Education Administration,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Somewhat,"Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",5,1
5355655,Business Administration,Political Science,5/10/2024,Masters,College of Business,Male,White/Caucasian,23-May,4/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Business man,NA,NA,NA,NA,NA,NA,No opinion,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc), First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",Neutral,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",2,1
5355656,Integrative Physiology,NA,5/10/2024,Bachelors,College of Health,Male,Native American/Alaskan Native,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,EVERETT COMMUNITY COLLEGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355677,Classics,NA,5/10/2024,Bachelors,College Humanities & Sciences,Male,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Coloradoâ€“Boulder,Masters,Classics,NA,NA,NA,NA,NA,NA,This position exceeds my expectations,"Internship, field experience, student teaching or clinical placement, Study abroad or study away program",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement, Study abroad or study away program",4,1
5355681,Social Work,NA,5/1/2023,Bachelors,College of Health,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355693,Commun Sci & Disorders,NA,5/10/2024,Bachelors,College of Health,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355696,Communication Studies,NA,5/10/2024,Bachelors,College Humanities & Sciences,Male,Latino(a),23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355709,Computer Science~Global Leadership,Computer Science,5/10/2024,Masters,College Humanities & Sciences,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,MIRACOSTA COLLEGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355710,Management & Entrepreneurship~Entertainment Management,Management & Entrepreneurship,5/10/2024,Bachelors,College of Business,Male,White/Caucasian,23-May,4/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Master Of Business Adm (Mba),NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer), Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",No,"Internship, field experience, student teaching, practicum or clinical placement",5,1
5355721,Psychology,NA,5/1/2025,Bachelors,College Humanities & Sciences,Female,Native American/Alaskan Native,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355723,Neuroscience,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2024,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Montana State Universityâ€“Billings,Masters,Masters of science in special education advanced studies behavior analysis,NA,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,0,0
5355725,Health & Human Performance,NA,5/12/2023,Bachelors,College of Health,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355730,General AA,Art,5/1/2025,Associates,Missoula College,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Bachelors,Anthropology (BS),NA,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,0,0
5355739,Sociology~Forensic Studies,Sociology,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355742,Media Arts,NA,5/12/2023,Bachelors,College of the Arts and Media,Male,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Media Arts,NA,NA,NA,NA,NA,NA,This position meets my expectations,None of the above,NA,NA,0,0
5355747,Anthropology,NA,5/10/2024,Masters,College Humanities & Sciences,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355752,Psychology,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Social Work,NA,NA,NA,NA,NA,NA,This position meets my expectations,Work with a faculty member on a research project,Yes,Work with a faculty member on a research project,1,1
5355758,Business Administration~Pre-Law,Business Administration,5/10/2024,Masters,College of Business,Male,White/Caucasian,23-May,5/1/2024,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Master Of Business Adm (Mba),NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer), First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement, First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",5,1
5355759,Economics~Pre-Law,Economics,5/10/2024,Masters,College Humanities & Sciences,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355760,General AS,NA,5/1/2026,Associates,Missoula College,Female,Native American/Alaskan Native,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Bachelors,Marketing,NA,NA,NA,NA,NA,NA,This position meets my expectations,"First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",No,"First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",1,1
5355761,Enviro Sci and Sustainability,NA,5/10/2024,Bachelors,College of Forestry & Conserv,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Environmental Studies,NA,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement, Study abroad or study away program, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",5,1
5355765,Environmental Philosophy,NA,5/1/2027,Masters,College Humanities & Sciences,Male,NA,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355770,Information Technology~Cybersecurity,Information Technology,12/16/2022,Certificate,Missoula College,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355777,Business Administration,NA,5/1/2025,Bachelors,College of Business,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355786,Wildlife Biology,NA,5/10/2024,Bachelors,College of Forestry & Conserv,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Regis University,Masters,Environmental Biology,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Community-based project (service learning or volunteer), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,1
5355791,Political Science,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,Asian/Asian American,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Minnesota,Masters,Master In Public Health,NA,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,0,0
5355799,Ecosystem Science & Restorat,NA,5/12/2023,Bachelors,College of Forestry & Conserv,Male,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Systems Ecology,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",6,1
5355804,Social Work,NA,5/12/2023,Bachelors,College of Health,Female,NA,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355822,Pre-Radiologic Technology,NA,5/1/2026,Bachelors,Missoula College,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355825,Commun Sci & Disorders,NA,5/12/2023,Bachelors,College of Health,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355828,Political Science~Pre-Law,Political Science,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Studying for LSAT,Doctorate,Public Law And Government,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Community-based project (service learning or volunteer), Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Neutral,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",2,1
5355836,Commun Sci & Disorders,NA,5/12/2023,Bachelors,College of Health,Female,NA,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355839,Physical Therapy~Pre-Prof-Phys Therapy,Physical Therapy,5/13/2026,Doctorate,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Doctorate,Doctor of Physical Therapy (DPT),NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,1
5355842,Accounting Technology,NA,5/1/2026,Bachelors,Missoula College,Male,Black or African American,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355847,Anthropology,Anthropology,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Arapahoe Community College,Certificate,Mortuary science,NA,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,0,0
5355850,Enviro Sci and Sustainability,NA,5/10/2024,Bachelors,College of Forestry & Conserv,Male,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Systems Ecology,NA,NA,NA,NA,NA,NA,This position meets my expectations,Work with a faculty member on a research project,Yes,Work with a faculty member on a research project,1,1
5355864,Psychology,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
